ObjectID,COMPNOS,INCIDENT_TYPE_DESCRIPTION,REPORTINGAREA,FROMDATE,Year,Month,DAY_WEEK,X,Y,STREETNAME,Location
5493,120467815,OTHER LARCENY,814,7/29/12 6:05,2012,7,Sunday,757484.9531,2957733.665,WESTERN AV,"(42.36356134, -71.12510454)"
5494,120467852,PersLoc,806,7/29/12 6:45,2012,7,Sunday,753216.1766,2957093.948,WAVERLY ST,"(42.36185634, -71.14090954)"
5495,120468464,DRUG CHARGES,282,7/29/12 7:30,2012,7,Sunday,768218.0809,2945064.255,WASHINGTON ST,"(42.3286598, -71.08561842)"
5496,120470142,PropLost,357,7/29/12 8:00,2012,7,Sunday,772948.953,2934308.597,BLOOMFIELD ST,"(42.29908139, -71.0683246)"
5497,120467885,AGGRAVATED ASSAULT,350,7/29/12 8:23,2012,7,Sunday,775309.6471,2935570.63,DORCHESTER AV,"(42.30251135, -71.05957457)"
5498,120467893,TOWED,788,7/29/12 8:29,2012,7,Sunday,751341.9802,2949209.052,SUTHERLAND RD,"(42.34024135, -71.14796453)"
5499,120468275,AUTO THEFT,145,7/29/12 8:30,2012,7,Sunday,769036.3582,2950467.791,ST BOTOLPH ST,"(42.34347635, -71.08249455)"
5500,120467917,OTHER LARCENY,271,7/29/12 8:30,2012,7,Sunday,770701.3598,2947021.081,HARRISON AV,"(42.33399593, -71.07639912)"
5501,120467906,OTHER,280,7/29/12 8:41,2012,7,Sunday,768774.7954,2945069.352,DUDLEY ST,"(42.32866635, -71.08355955)"
5502,120467976,DRUG CHARGES,796,7/29/12 9:30,2012,7,Sunday,755896.1988,2952960.025,COMMONWEALTH AV,"(42.35048135, -71.13105954)"
5503,120467963,Argue,273,7/29/12 9:53,2012,7,Sunday,770162.1788,2948315.92,MASSACHUSETTS AV,"(42.33755635, -71.07836955)"
5504,120467968,TOWED,774,7/29/12 9:57,2012,7,Sunday,749395.9375,2949322.719,CHESTNUT HILL AV,"(42.34057507, -71.1551608)"
5505,120467958,Service,387,7/29/12 10:00,2012,7,Sunday,774463.5996,2925240.475,ADAMS ST,"(42.27417674, -71.06289771)"
5506,120467990,MedAssist,229,7/29/12 10:11,2012,7,Sunday,780139.6227,2946933.375,H ST,"(42.33362135, -71.04149457)"
5507,120468023,InvProp,465,7/29/12 10:30,2012,7,Sunday,766751.5911,2929095.955,BLUE HILL AV,"(42.28486136, -71.09132455)"
5508,120467978,TOWED,115,7/29/12 10:40,2012,7,Sunday,775603.9661,2953606.86,LINCOLN ST,"(42.35199925, -71.05814122)"
5509,120473759,VAL,72,7/29/12 10:45,2012,7,Sunday,774363.4841,2955755.004,BOWDOIN ST,"(42.35791135, -71.06268957)"
5510,120468038,Argue,430,7/29/12 10:53,2012,7,Sunday,767039.8025,2928784.595,MORTON ST,"(42.28400317, -71.09026499)"
5511,120468290,OTHER LARCENY,618,7/29/12 10:55,2012,7,Sunday,767780.6999,2949887.705,GAINSBOROUGH ST,"(42.34190135, -71.08714955)"
5512,120468050,OTHER,0,7/29/12 11:00,2012,7,Sunday,768366.1044,2945145.712,WASHINGTON ST,"(42.32888135, -71.08506956)"
5513,120468076,TOWED,782,7/29/12 11:30,2012,7,Sunday,752976.9671,2954203.034,SAUNDERS ST,"(42.35392635, -71.14183953)"
5514,120468091,MedAssist,456,7/29/12 11:31,2012,7,Sunday,769911.5211,2935266.426,GREENWOOD ST,"(42.30175135, -71.07953456)"
5515,120468062,MedAssist,207,7/29/12 11:33,2012,7,Sunday,780123.5001,2952447.085,SEAPORT LN,"(42.34875134, -71.04144457)"
5516,120468100,MVAcc,577,7/29/12 11:37,2012,7,Sunday,764496.7501,2939919.575,SCHOOL ST,"(42.31459136, -71.09946955)"
5517,120468111,MVAcc,279,7/29/12 11:40,2012,7,Sunday,769065.6491,2945036.153,DUDLEY ST,"(42.32857135, -71.08248455)"
5518,120469101,InvPer,20,7/29/12 12:00,2012,7,Sunday,782536.3817,2962753.2,PARIS ST,"(42.37699549, -71.03230969)"
5519,120638249,FRAUD,26,7/29/12 12:00,2012,7,Sunday,780724.3981,2961557.422,MERIDIAN ST,"(42.37374134, -71.03903957)"
5521,120493531,OTHER LARCENY,26,7/29/12 12:00,2012,7,Sunday,780632.1398,2964880.536,MERIDIAN ST,"(42.38286134, -71.03931457)"
5522,120468335,VAL,591,7/29/12 12:00,2012,7,Sunday,767033.652,2950631.177,WESTLAND AV,"(42.34395135, -71.08989956)"
5523,120470896,OTHER LARCENY,573,7/29/12 12:00,2012,7,Sunday,762336.886,2938484.636,BARTLETT SQ,"(42.31068135, -71.10747955)"
5524,120468491,FORGERY,282,7/29/12 12:05,2012,7,Sunday,769065.6491,2945036.153,DUDLEY ST,"(42.32857135, -71.08248455)"
5525,120468153,VAL,794,7/29/12 12:14,2012,7,Sunday,754238.3918,2952504.668,ALLSTON ST,"(42.34925135, -71.13719954)"
5526,120468288,OTHER LARCENY,98,7/29/12 12:15,2012,7,Sunday,775698.379,2956077.118,STATE ST,"(42.35877634, -71.05774456)"
5527,120467359,ROBBERY,446,7/29/12 12:22,2012,7,Sunday,770692.1813,2933592.114,HARVARD ST,"(42.29714635, -71.07667956)"
5528,120468177,MVAcc,578,7/29/12 12:25,2012,7,Sunday,762669.8329,2942824.647,CENTRE ST,"(42.32258635, -71.10617455)"
5529,120468176,LARCENY FROM MOTOR VEHICLE,354,7/29/12 12:26,2012,7,Sunday,776286.1668,2934544.371,STURTEVANT ST,"(42.29968135, -71.05598456)"
5530,120468224,Landlord,711,7/29/12 12:59,2012,7,Sunday,750345.4717,2922091.897,WASHINGTON ST,"(42.26584136, -71.15205954)"
5531,120468220,FRAUD,570,7/29/12 13:00,2012,7,Sunday,762911.0968,2937731.106,WASHINGTON ST,"(42.30860636, -71.10536956)"
5532,120468276,RESIDENTIAL BURGLARY,481,7/29/12 13:00,2012,7,Sunday,764448.5741,2922107.65,RECTOR RD,"(42.26571491, -71.09995654)"
5533,120470494,PropFound,703,7/29/12 13:30,2012,7,Sunday,747185.7277,2931594.254,BONAIR ST,"(42.29195136, -71.16359453)"
5534,120468282,InvPer,908,7/29/12 13:40,2012,7,Sunday,766938.2656,2933050.11,FERMOY HTS AV,"(42.29570935, -71.09056455)"
5535,120468286,OTHER LARCENY,329,7/29/12 13:44,2012,7,Sunday,768965.6346,2937838.262,BLUE HILL AV,"(42.30882135, -71.08298456)"
5536,120469676,PropLost,695,7/29/12 13:45,2012,7,Sunday,750047.6314,2929885.93,CENTRE ST,"(42.28723214, -71.15304276)"
5537,120468311,InvPer,133,7/29/12 13:51,2012,7,Sunday,771086.9302,2953453.473,NEWBURY ST,"(42.35164135, -71.07485456)"
5538,120468324,ROBBERY,119,7/29/12 14:00,2012,7,Sunday,773775.1158,2953733.06,BOYLSTON ST,"(42.35237134, -71.06490456)"
5539,120469793,LARCENY FROM MOTOR VEHICLE,793,7/29/12 14:00,2012,7,Sunday,755510.0434,2952553.844,COMMONWEALTH AV,"(42.34937135, -71.13249454)"
5540,120469950,VANDALISM,572,7/29/12 14:00,2012,7,Sunday,764734.4609,2939696.573,SCHOOL ST,"(42.31397635, -71.09859455)"
5541,120468322,OTHER LARCENY,134,7/29/12 14:03,2012,7,Sunday,772043.443,2953800.822,NEWBURY ST,"(42.35258134, -71.07130956)"
5542,120468325,DRUG CHARGES,522,7/29/12 14:04,2012,7,Sunday,757605.5093,2917060.857,HYDE PARK AV,"(42.25195136, -71.12531955)"
5543,120468429,VAL,88,7/29/12 14:15,2012,7,Sunday,776747.9369,2957720.693,NORTH ST,"(42.36327134, -71.05382956)"
5544,120468393,OTHER LARCENY,130,7/29/12 14:48,2012,7,Sunday,769682.0757,2951649.883,HUNTINGTON AV,"(42.34671135, -71.08008456)"
5545,120468216,TOWED,233,7/29/12 15:00,2012,7,Sunday,780587.9798,2946272.532,I ST,"(42.33180135, -71.03984957)"
5546,120468416,FRAUD,601,7/29/12 15:00,2012,7,Sunday,764078.893,2946562.915,TREMONT ST,"(42.33282635, -71.10089955)"
5547,120468390,FRAUD,350,7/29/12 15:00,2012,7,Sunday,775999.0815,2936132.114,GREENWICH ST,"(42.3040423, -71.05701526)"
5548,120469762,LARCENY FROM MOTOR VEHICLE,163,7/29/12 15:00,2012,7,Sunday,772456.5531,2950140.401,SHAWMUT AV,"(42.34253135, -71.06984956)"
5549,120468413,LARCENY FROM MOTOR VEHICLE,378,7/29/12 15:06,2012,7,Sunday,778782.5595,2930337.468,NEPONSET AV,"(42.28810136, -71.04683957)"
5550,120468437,MVAcc,330,7/29/12 15:08,2012,7,Sunday,768427.3627,2935889.611,COLUMBIA RD,"(42.30348136, -71.08500956)"
5551,120468424,PropFound,131,7/29/12 15:12,2012,7,Sunday,770851.8769,2954516.433,BEACON ST,"(42.35456135, -71.07570456)"
5552,120468434,MVAcc,823,7/29/12 15:20,2012,7,Sunday,775074.7904,2939410.458,SAWYER AV,"(42.31305136, -71.06036957)"
5553,120468440,Service,103,7/29/12 15:25,2012,7,Sunday,775397.5892,2955626.319,SCHOOL ST,"(42.35754362, -71.05886606)"
5554,120477445,VANDALISM,320,7/29/12 15:30,2012,7,Sunday,768410.8001,2938181.76,MAPLE ST,"(42.30977135, -71.08502956)"
5555,120470117,LARCENY FROM MOTOR VEHICLE,347,7/29/12 15:30,2012,7,Sunday,775111.7335,2937407.012,EAST ST,"(42.30755328, -71.06027117)"
5557,120468452,InvPer,265,7/29/12 15:38,2012,7,Sunday,770147.4212,2942769.011,PERRIN ST,"(42.32233562, -71.07852551)"
5558,120468472,VANDALISM,303,7/29/12 16:00,2012,7,Sunday,763755.3671,2941458.008,ATHERTON ST,"(42.31882241, -71.10218411)"
5560,120468503,VAL,566,7/29/12 16:00,2012,7,Sunday,765635.8967,2936400.969,JEWISH WAR VETERANS,"(42.30492136, -71.09531955)"
5561,120473649,VANDALISM,223,7/29/12 16:00,2012,7,Sunday,782883.6425,2948170.94,N ST,"(42.33697633, -71.03132105)"
5562,120478385,LARCENY FROM MOTOR VEHICLE,34,7/29/12 16:00,2012,7,Sunday,782353.1963,2958709.146,SUMNER ST,"(42.36590134, -71.03306957)"
5563,120468477,DRUG CHARGES,936,7/29/12 16:11,2012,7,Sunday,778439.4938,2948090.467,W BROADWAY,"(42.33682135, -71.04775957)"
5564,120468630,InvPer,270,7/29/12 16:15,2012,7,Sunday,770876.2379,2947173.337,HARRISON AV,"(42.33441135, -71.07574956)"
5565,120468576,InvPer,914,7/29/12 16:30,2012,7,Sunday,776845.9439,2944671.036,LOGAN WY,"(42.32746135, -71.05371956)"
5566,120468586,TOWED,316,7/29/12 16:30,2012,7,Sunday,766421.0875,2938647.226,PARK VIEW ST,"(42.31107494, -71.09237726)"
5567,120468552,MedAssist,732,7/29/12 16:34,2012,7,Sunday,747894.1341,2928309.975,LAGRANGE ST,"(42.28293136, -71.16102453)"
5568,120468582,MedAssist,417,7/29/12 16:51,2012,7,Sunday,772098.3196,2928876.74,WASHINGTON ST,"(42.28418782, -71.07156968)"
5569,120471187,FRAUD,335,7/29/12 17:00,2012,7,Sunday,772895.7041,2937805.369,BARRY ST,"(42.30867745, -71.06845603)"
5570,120468647,VAL,291,7/29/12 17:00,2012,7,Sunday,765141.45,2944864.219,COLUMBUS AV,"(42.32815135, -71.09699955)"
5571,120468640,VAL,291,7/29/12 17:00,2012,7,Sunday,765141.45,2944864.219,COLUMBUS AV,"(42.32815135, -71.09699955)"
5572,120470814,AUTO THEFT,88,7/29/12 17:00,2012,7,Sunday,777045.4747,2958173.967,FLEET ST,"(42.36451085, -71.05271985)"
5573,120468917,OTHER LARCENY,207,7/29/12 17:15,2012,7,Sunday,778755.1029,2954076.054,NORTHERN AV,"(42.35324134, -71.04647456)"
5574,120468673,Service,323,7/29/12 17:36,2012,7,Sunday,770076.4646,2939939.163,BLUE HILL AV,"(42.31457136, -71.07883956)"
5575,120468493,TOWED,143,7/29/12 17:45,2012,7,Sunday,768490.1158,2952161.534,BOYLSTON ST,"(42.34813135, -71.08448455)"
5576,120468691,OTHER LARCENY,97,7/29/12 17:50,2012,7,Sunday,775397.5892,2955626.319,SCHOOL ST,"(42.35754362, -71.05886606)"
5577,120468619,VAL,91,7/29/12 17:50,2012,7,Sunday,776408.9563,2957682.48,HANOVER ST,"(42.36317134, -71.05508456)"
5578,120468704,ROBBERY,328,7/29/12 17:54,2012,7,Sunday,771705.1767,2938223.532,COLUMBIA RD,"(42.30984135, -71.07284956)"
5579,120468847,DRUG CHARGES,26,7/29/12 18:00,2012,7,Sunday,780356.2099,2964443.551,BORDER ST,"(42.38166634, -71.04034456)"
5580,120473475,LARCENY FROM MOTOR VEHICLE,350,7/29/12 18:00,2012,7,Sunday,775736.8333,2935356.007,DUNCAN ST,"(42.30191635, -71.05799956)"
5581,120470538,VAL,91,7/29/12 18:00,2012,7,Sunday,777080.1334,2957248.675,COMMERCIAL ST,"(42.36197135, -71.05260957)"
5582,120470195,LARCENY FROM MOTOR VEHICLE,570,7/29/12 18:00,2012,7,Sunday,763536.3242,2936268.938,FOREST HILLS AV,"(42.30458612, -71.1030833)"
5583,120468717,VAL,295,7/29/12 18:06,2012,7,Sunday,767969.4814,2943222.629,CIRCUIT ST,"(42.32360962, -71.08657077)"
5584,120468726,InvPer,76,7/29/12 18:13,2012,7,Sunday,774746.5282,2958530.278,CANAL ST,"(42.36552135, -71.06121957)"
5585,120468742,DRUG CHARGES,316,7/29/12 18:20,2012,7,Sunday,767217.2683,2939444.182,CRAWFORD ST,"(42.31325136, -71.08941955)"
5586,120468758,TOWED,231,7/29/12 18:28,2012,7,Sunday,782915.5158,2946871.934,N ST,"(42.33341135, -71.03122957)"
5587,120469036,OTHER LARCENY,566,7/29/12 18:30,2012,7,Sunday,768210.6151,2935761.349,FRANKLIN PARK RD,"(42.30313229, -71.08581309)"
5588,120468845,DRUG CHARGES,30,7/29/12 18:30,2012,7,Sunday,781287.1325,2959938.753,MAVERICK ST,"(42.36929134, -71.03698957)"
5589,120468773,InvPer,572,7/29/12 18:32,2012,7,Sunday,764935.3132,2939834.178,DIXWELL ST,"(42.31435135, -71.09784956)"
5590,120468776,TOWED,942,7/29/12 18:35,2012,7,Sunday,788836.8524,2968307.764,FAYWOOD AV,"(42.39214002, -71.00887398)"
5591,120468792,InvProp,193,7/29/12 18:40,2012,7,Sunday,776340.0168,2945478.407,ROGERS ST,"(42.32968405, -71.05557493)"
5592,120468796,AGGRAVATED ASSAULT,493,7/29/12 18:45,2012,7,Sunday,759928.0805,2920757.288,METROPOLITAN AV,"(42.26206637, -71.11667952)"
5593,120468757,InvProp,132,7/29/12 18:55,2012,7,Sunday,770507.1203,2953723.911,COMMONWEALTH AV,"(42.35239135, -71.07699456)"
5594,120469185,OTHER LARCENY,128,7/29/12 18:57,2012,7,Sunday,771663.9468,2952338.836,STANHOPE ST,"(42.34857484, -71.07274059)"
5595,120470178,VANDALISM,463,7/29/12 19:00,2012,7,Sunday,767755.2945,2933896.596,AMERICAN LEGION HY,"(42.29802136, -71.08752955)"
5596,120472279,OTHER LARCENY,503,7/29/12 19:05,2012,7,Sunday,761819.6288,2929462.784,AMERICAN LEGION HY,"(42.28593136, -71.10954455)"
5597,120468846,OPERATING UNDER INFLUENCE,703,7/29/12 19:05,2012,7,Sunday,748672.8018,2927557.187,CENTRE ST,"(42.28085712, -71.15815817)"
5598,120468875,InvProp,0,7/29/12 19:22,2012,7,Sunday,773466.0518,2941747.796,HUMPHREYS ST,"(42.31948771, -71.06627339)"
5599,120468877,VAL,904,7/29/12 19:22,2012,7,Sunday,770423.172,2944751.296,DUDLEY ST,"(42.32777135, -71.07746956)"
5600,120468879,SIMPLE ASSAULT,417,7/29/12 19:24,2012,7,Sunday,769076.1199,2927970.212,EVANS ST,"(42.28174136, -71.08275456)"
5601,120471194,VANDALISM,366,7/29/12 19:30,2012,7,Sunday,774840.0835,2931138.639,LONSDALE ST,"(42.29035637, -71.06139457)"
5602,120470806,PersLoc,340,7/29/12 19:30,2012,7,Sunday,773703.9466,2936609.337,DRAPER ST,"(42.30538422, -71.06549055)"
5603,120468904,OTHER LARCENY,331,7/29/12 19:35,2012,7,Sunday,772026.9391,2939189.927,CEYLON ST,"(42.31248876, -71.07164207)"
5604,120468925,InvPer,428,7/29/12 19:39,2012,7,Sunday,767752.9815,2927659.484,NORFOLK ST,"(42.28090636, -71.08764956)"
5605,120468943,LARCENY FROM MOTOR VEHICLE,762,7/29/12 19:40,2012,7,Sunday,748611.5496,2951618.915,FOSTER ST,"(42.34688459, -71.15802803)"
5606,120468980,AGGRAVATED ASSAULT,604,7/29/12 19:44,2012,7,Sunday,763024.8693,2947037.227,TREMONT ST,"(42.33414135, -71.10478955)"
5607,120469068,RESIDENTIAL BURGLARY,111,7/29/12 19:45,2012,7,Sunday,774867.5053,2954717.149,WASHINGTON ST,"(42.35505634, -71.06084456)"
5608,120469157,RESIDENTIAL BURGLARY,946,7/29/12 19:50,2012,7,Sunday,760246.4079,2936600.15,METCALF CT,"(42.30553636, -71.11523955)"
5609,120468953,VANDALISM,138,7/29/12 19:58,2012,7,Sunday,769600.5057,2952569.662,BOYLSTON ST,"(42.34923635, -71.08036955)"
5610,120470074,LARCENY FROM MOTOR VEHICLE,28,7/29/12 20:00,2012,7,Sunday,780417.0241,2963687.684,BORDER ST,"(42.37959134, -71.04013456)"
5611,120469006,MedAssist,696,7/29/12 20:20,2012,7,Sunday,749752.7501,2930420.15,ALHAMBRA RD,"(42.28870136, -71.15412454)"
5612,120468940,VAL,0,7/29/12 20:25,2012,7,Sunday,780831.7475,2960195.031,MAVERICK ST,"(42.37000134, -71.03866957)"
5613,120469012,SIMPLE ASSAULT,348,7/29/12 20:27,2012,7,Sunday,775438.1029,2936363.917,DORCHESTER AV,"(42.30468635, -71.05908456)"
5614,120468982,DRUG CHARGES,0,7/29/12 20:30,2012,7,Sunday,766005.048,2946929.146,PRENTISS ST,"(42.33380635, -71.09376955)"
5615,120469035,SIMPLE ASSAULT,577,7/29/12 20:42,2012,7,Sunday,764358.3652,2939725.782,WASHINGTON ST,"(42.31406135, -71.09998455)"
5616,120469872,PropLost,265,7/29/12 20:45,2012,7,Sunday,770014.5147,2942051.588,WAVERLY ST,"(42.32036878, -71.07903005)"
5617,120469055,MVAcc,492,7/29/12 20:50,2012,7,Sunday,760581.0314,2922423.811,DERRY RD,"(42.26663137, -71.11423955)"
5618,120469246,OTHER LARCENY,144,7/29/12 21:00,2012,7,Sunday,768048.7683,2951997.703,BOYLSTON ST,"(42.34768768, -71.08612014)"
5619,120469364,COMMERCIAL BURGLARY,207,7/29/12 21:00,2012,7,Sunday,782057.0346,2950832.209,DESIGN CENTER PL,"(42.34429134, -71.03432457)"
5620,120480936,OTHER LARCENY,133,7/29/12 21:00,2012,7,Sunday,771676.0783,2954019.46,COMMONWEALTH AV,"(42.35318635, -71.07266456)"
5621,120469097,PropLost,14,7/29/12 21:00,2012,7,Sunday,786758.7318,2965311.67,BYRON ST,"(42.38395134, -71.01662958)"
5622,120469298,PropLost,777,7/29/12 21:00,2012,7,Sunday,772238.7169,2955013.53,BEACON ST,"(42.35590635, -71.07056456)"
5623,120472593,LARCENY FROM MOTOR VEHICLE,585,7/29/12 21:00,2012,7,Sunday,763852.0615,2945051.31,PARKER HILL AV,"(42.32868135, -71.10176455)"
5624,120469196,VAL,341,7/29/12 21:15,2012,7,Sunday,772922.8528,2936527.798,BOWDOIN ST,"(42.30517136, -71.06837957)"
5626,120469098,MedAssist,639,7/29/12 21:19,2012,7,Sunday,762340.1098,2940428.855,CHESTNUT AV,"(42.31601635, -71.10743455)"
5627,120471427,SIMPLE ASSAULT,492,7/29/12 21:30,2012,7,Sunday,759178.7906,2923081.078,METROPOLITAN AV,"(42.26845224, -71.11940924)"
5628,120469834,LARCENY FROM MOTOR VEHICLE,694,7/29/12 21:30,2012,7,Sunday,748019.579,2931807.101,CHILTON RD,"(42.29252636, -71.16050952)"
5629,120470446,LARCENY FROM MOTOR VEHICLE,694,7/29/12 21:30,2012,7,Sunday,748964.9754,2932137.877,WILLOW ST,"(42.29342366, -71.15701044)"
5631,120469121,MedAssist,132,7/29/12 21:31,2012,7,Sunday,770916.946,2954205.171,MARLBOROUGH ST,"(42.35370635, -71.07546956)"
5632,120469164,OTHER LARCENY,910,7/29/12 21:45,2012,7,Sunday,754377.1418,2926246.694,BEECHLAND ST,"(42.27719636, -71.13709953)"
5633,120469159,ARSON,328,7/29/12 21:46,2012,7,Sunday,771302.4216,2938981.346,KINEO ST,"(42.31192635, -71.07432455)"
5634,120469161,DRUG CHARGES,358,7/29/12 21:47,2012,7,Sunday,772361.9271,2933496.601,GREENBRIER ST,"(42.29686136, -71.07050957)"
5635,120469191,InvPer,83,7/29/12 21:50,2012,7,Sunday,777059.7148,2958952.949,HANOVER ST,"(42.36664819, -71.05265204)"
5636,120471246,OTHER LARCENY,76,7/29/12 22:00,2012,7,Sunday,775230.5321,2957958.797,CANAL ST,"(42.36394634, -71.05943956)"
5637,120469231,PropFound,98,7/29/12 22:10,2012,7,Sunday,775680.6126,2956115.29,WASHINGTON MALL,"(42.35888134, -71.05780956)"
5638,120469783,PersLoc,200,7/29/12 22:20,2012,7,Sunday,776190.2658,2950027.596,W BROADWAY,"(42.34216931, -71.05604116)"
5639,120469265,Argue,170,7/29/12 22:30,2012,7,Sunday,770668.8989,2947817.343,MASSACHUSETTS AV,"(42.33618135, -71.07650456)"
5640,120469967,LARCENY FROM MOTOR VEHICLE,328,7/29/12 22:30,2012,7,Sunday,770240.6048,2938742.838,NORMANDY ST,"(42.31128635, -71.07825456)"
5641,120469818,VANDALISM,453,7/29/12 22:30,2012,7,Sunday,771386.5956,2933589.519,BRADLEE ST,"(42.29712975, -71.07411289)"
5642,120469354,SIMPLE ASSAULT,335,7/29/12 22:30,2012,7,Sunday,772569.7675,2937613.822,HAMILTON ST,"(42.30815635, -71.06966456)"
5643,120470663,LARCENY FROM MOTOR VEHICLE,773,7/29/12 22:30,2012,7,Sunday,748596.111,2950164.144,FOSTER ST,"(42.34289281, -71.15810671)"
5644,120472995,LARCENY FROM MOTOR VEHICLE,196,7/29/12 22:30,2012,7,Sunday,776101.93,2948121.923,OLD COLONY AV,"(42.33694135, -71.05640456)"
5645,120469243,VAL,0,7/29/12 22:32,2012,7,Sunday,769033.5933,2938046.317,BLUE HILL AV,"(42.30939136, -71.08272956)"
5646,120469260,AGGRAVATED ASSAULT,449,7/29/12 22:49,2012,7,Sunday,771188.5048,2931989.296,WHITFIELD ST,"(42.29274136, -71.07487456)"
5648,120469281,STOLEN PROPERTY CHARGES,501,7/29/12 23:03,2012,7,Sunday,759274.5503,2928277.793,HYDE PARK AV,"(42.28271124, -71.11896968)"
5649,120469285,WEAPONS CHARGE,598,7/29/12 23:05,2012,7,Sunday,767688.2733,2951669.308,MASSACHUSETTS AV,"(42.34679134, -71.08745955)"
5650,120469301,ROBBERY,254,7/29/12 23:10,2012,7,Sunday,776054.7316,2938473.49,AUCKLAND ST,"(42.31046635, -71.05676457)"
5651,120475877,VAL,350,7/29/12 23:30,2012,7,Sunday,776181.9177,2935602.513,CLAYTON ST,"(42.30258644, -71.05634956)"
5652,120469315,AUTO THEFT,222,7/29/12 23:40,2012,7,Sunday,780801.3963,2948560.469,E 1ST ST,"(42.33807635, -71.03901457)"
5653,120469332,AGGRAVATED ASSAULT,105,7/29/12 23:55,2012,7,Sunday,775321.4109,2954493.545,SUMMER ST,"(42.35443634, -71.05916956)"
5654,120475203,InvProp,417,7/30/12 0:00,2012,7,Monday,771468.8277,2928578.735,ROCKWELL ST,"(42.28337873, -71.07390146)"
5656,120479913,FRAUD,193,7/30/12 0:01,2012,7,Monday,776604.4454,2945606.35,GIFFORD PL,"(42.33003135, -71.05459456)"
5657,120469313,VANDALISM,907,7/30/12 0:05,2012,7,Monday,779670.4895,2960252.06,SUMNER ST,"(42.37017498, -71.04296566)"
5658,120470127,PropLost,95,7/30/12 0:05,2012,7,Monday,777420.9352,2956423.371,STATE ST,"(42.35970178, -71.05136465)"
5659,120469588,Arrest,105,7/30/12 0:10,2012,7,Monday,775280.6508,2954535.244,SUMMER ST,"(42.35455134, -71.05931956)"
5660,120469587,Service,105,7/30/12 0:10,2012,7,Monday,775280.6508,2954535.244,SUMMER ST,"(42.35455134, -71.05931956)"
5661,120469371,OPERATING UNDER INFLUENCE,463,7/30/12 0:15,2012,7,Monday,767625.554,2932751.679,TALBOT AV,"(42.29488136, -71.08802956)"
5662,120469382,ROBBERY,150,7/30/12 0:22,2012,7,Monday,770988.0004,2951335.652,DARTMOUTH ST,"(42.34583135, -71.07525956)"
5663,120469396,SIMPLE ASSAULT,769,7/30/12 0:27,2012,7,Monday,750195.5163,2953220.325,MARKET ST,"(42.35126135, -71.15214453)"
5664,120470177,VAL,506,7/30/12 0:30,2012,7,Monday,759843.3365,2931786.126,ELDRIDGE RD,"(42.29233136, -71.11680955)"
5665,120470947,AUTO THEFT,346,7/30/12 0:30,2012,7,Monday,774497.1455,2937071.523,FOX ST,"(42.30664135, -71.06254956)"
5666,120469452,VAL,456,7/30/12 0:30,2012,7,Monday,769471.7612,2935203.265,ELLINGTON ST,"(42.30158398, -71.08116128)"
5667,120469445,AGGRAVATED ASSAULT,286,7/30/12 0:58,2012,7,Monday,767155.6578,2947187.931,RUGGLES ST,"(42.33450135, -71.08950956)"
5668,120469440,RESIDENTIAL BURGLARY,452,7/30/12 1:00,2012,7,Monday,770918.0864,2933009.814,THANE ST,"(42.29554541, -71.07585526)"
5669,120470491,OTHER LARCENY,35,7/30/12 1:30,2012,7,Monday,780631.3068,2959383.722,S BREMEN ST,"(42.36777807, -71.03942751)"
5670,120470429,VANDALISM,303,7/30/12 1:30,2012,7,Monday,764333.4883,2942147.27,AMORY AV,"(42.32070635, -71.10003455)"
5671,120469539,SIMPLE ASSAULT,256,7/30/12 2:00,2012,7,Monday,780086.1976,2941526.816,WESTWIND RD,"(42.31878635, -71.04179957)"
5672,120469672,VANDALISM,783,7/30/12 2:00,2012,7,Monday,752048.4758,2952718.757,WARREN ST,"(42.34986409, -71.14529739)"
5673,120470750,SIMPLE ASSAULT,28,7/30/12 2:00,2012,7,Monday,781033.7515,2960427.072,CHELSEA ST,"(42.37063506, -71.0379174)"
5674,120469605,SIMPLE ASSAULT,167,7/30/12 3:42,2012,7,Monday,772680.2889,2948397.747,E CANTON ST,"(42.33774635, -71.06905455)"
5675,120469645,OTHER LARCENY,64,7/30/12 4:00,2012,7,Monday,772451.6217,2956931.634,CAMBRIDGE ST,"(42.36116672, -71.06974109)"
5676,120470125,PropLost,370,7/30/12 4:00,2012,7,Monday,778453.7849,2932171.675,MORRISSEY BL,"(42.29313931, -71.0480187)"
5677,120469626,RESIDENTIAL BURGLARY,74,7/30/12 4:37,2012,7,Monday,773918.166,2957759.468,LONGFELLOW PL,"(42.36341788, -71.06429926)"
5678,120472849,VANDALISM,611,7/30/12 4:45,2012,7,Monday,762149.5619,2947463.211,FENWOOD RD,"(42.33532135, -71.10801955)"
5679,120470703,VAL,236,7/30/12 5:10,2012,7,Monday,774801.742,2942277.083,BOSTON ST,"(42.32092135, -71.06132456)"
5680,120471592,VAL,170,7/30/12 6:30,2012,7,Monday,770712.0627,2948109.098,E SPRINGFIELD ST,"(42.33698135, -71.07633956)"
5681,120469870,LARCENY FROM MOTOR VEHICLE,336,7/30/12 6:30,2012,7,Monday,772388.0293,2936639.892,OLNEY ST,"(42.30548635, -71.07035456)"
5682,120469664,VAL,116,7/30/12 6:35,2012,7,Monday,775271.0513,2953777.182,KINGSTON ST,"(42.35247135, -71.05936957)"
